Time,Time_Period,Day_of_week,Age_band_of_driver,Sex_of_driver,Educational_level,Vehicle_driver_relation,Driving_experience,Exp_Order,Type_of_vehicle,Owner_of_vehicle,Service_year_of_vehicle,Defect_of_vehicle,Area_accident_occured,Lanes_or_Medians,Road_allignment,Types_of_Junction,Road_surface_type,Road_surface_conditions,Light_conditions,Weather_conditions,Type_of_collision,Number_of_vehicles_involved,Number_of_casualties,Vehicle_movement,Casualty_class,Sex_of_casualty,Age_band_of_casualty,Casualty_severity,Work_of_casuality,Fitness_of_casuality,Cause_of_accident,Accident_severity
9:00:00,Morning,Wednesday,31-50,Male,High School,Employee,2-5,3,Public Transport,Owner,5-10 years,No Defect,Other,Two Way (Divided - Broken Line),Flat Road,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Overtaking,Driver or rider,Female,18-30,Slight,Employee,Unknown,No priority to vehicle,Slight Injury
9:00:00,Morning,Wednesday,18-30,Male,High School,Owner,10-20,5,Automobile,Owner,Unknown,No Defect,Office area,Divided Road,Flat Road,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Pedestrian,Female,18-30,Slight,Driver,Normal,Changing lane to the right,Slight Injury
8:55:00,Morning,Wednesday,31-50,Male,Elementary School,Employee,2-5,3,Station Wagon,Owner,Unknown,Unknown,Office area,Two Way (Divided - Broken Line),Flat Road,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Unspecified,Unknown,Unknown,No Injury,Driver,Normal,Moving Backward,Slight Injury
8:55:00,Morning,Wednesday,31-50,Male,Junior High School,Employee,10-20,5,Automobile,Owner,Unknown,Unknown,Office area,Unknown,Flat Road,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,31-50,Serious,Self-employed,Normal,Changing lane to the left,Slight Injury
18:35:00,Evening,Wednesday,18-30,Male,High School,Employee,2-5,3,Automobile,Owner,Unknown,Unknown,Office area,Unknown,Flat Road,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Turnover,Unspecified,Unknown,Unknown,No Injury,Self-employed,Unknown,No priority to pedestrian,Slight Injury
18:35:00,Evening,Wednesday,18-30,Male,Junior High School,Other,No License,6,Automobile,Owner,Unknown,Unknown,Office area,One Way,Flat Road,Y Shape,Earth roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Unspecified,Unknown,Unknown,No Injury,Driver,Normal,No distancing,Slight Injury
21:15:00,Night,Monday,51-100,Male,Junior High School,Employee,1-2,2,Unknown,Owner,Unknown,Unknown,Office area,Two Way (Divided - Broken Line),Flat Road,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,1,1,Going straight,Driver or rider,Male,18-30,Slight,Self-employed,Unknown,No priority to vehicle,Slight Injury
22:15:00,Night,Thursday,31-50,Male,Junior High School,Owner,5-10,4,Unknown,Owner,Unknown,Unknown,Office area,Unknown,Flat Road,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,1,1,Getting off,Driver or rider,Male,18-30,Slight,Driver,Normal,No distancing,Slight Injury
18:07:00,Evening,Tuesday,18-30,Male,Junior High School,Employee,1-2,2,Other,Owner,5-10 years,Unknown,Other,Two Way (Undivided),Flat Road,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Moving Backward,Driver or rider,Female,31-50,Slight,Self-employed,Normal,No distancing,Slight Injury
18:07:00,Evening,Tuesday,Unknown,Male,Junior High School,Employee,10-20,5,Other,Owner,Unknown,No Defect,Other,Two Way (Divided - Broken Line),Flat Road,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Getting off,Passenger,Female,31-50,Slight,Driver,Normal,Moving Backward,Slight Injury
13:45:00,Afternoon,Wednesday,31-50,Male,Junior High School,Employee,1-2,2,Other,Owner,2-5 years,No Defect,Residential area,Two Way (Divided - Broken Line),Flat Road,Y Shape,Asphalt roads,Dry,Daylight,Unknown,Vehicle with vehicle collision,2,1,Overtaking,Driver or rider,Male,31-50,Serious,Self-employed,Normal,Changing lane to the right,Slight Injury
13:45:00,Afternoon,Wednesday,31-50,Male,Junior High School,Employee,1-2,2,Other,Owner,Unknown,No Defect,Other,Two Way (Divided - Broken Line),Flat Road,Y Shape,Asphalt roads,Dry,Daylight,Unknown,Collision with roadside objects,2,1,Going straight,Unspecified,Unknown,Unknown,No Injury,Self-employed,Normal,No priority to pedestrian,Slight Injury
16:24:00,Afternoon,Wednesday,31-50,Male,Junior High School,Employee,2-5,3,Station Wagon,Owner,5-10 years,No Defect,Other,Two Way (Divided - Broken Line),Flat Road,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,1,1,Going straight,Unspecified,Unknown,Unknown,No Injury,Self-employed,Normal,Moving Backward,Slight Injury
22:20:00,Night,Friday,31-50,Male,High School,Employee,1-2,2,Other,Governmental,Unknown,No Defect,Other,Two Way (Divided - Broken Line),Flat Road,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,1,1,Going straight,Passenger,Male,31-50,Slight,Driver,Normal,Getting off the vehicle improperly,Slight Injury
10:38:00,Morning,Wednesday,31-50,Male,Junior High School,Employee,1-2,2,Lorry,Owner,5-10 years,Unknown,Other,Two Way (Undivided),Flat Road,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,3,Reversing,Passenger,Female,Under 18,Slight,Employee,Normal,Overtaking,Slight Injury
10:38:00,Morning,Wednesday,31-50,Male,Elementary School,Employee,10-20,5,Lorry,Owner,Unknown,Unknown,Industrial area,Two Way (Undivided),Flat Road,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,3,Getting off,Unspecified,Unknown,Unknown,No Injury,Driver,Unknown,Overloading,Slight Injury
10:38:00,Morning,Wednesday,31-50,Male,Junior High School,Employee,10-20,5,Automobile,Owner,5-10 years,Unknown,Industrial area,Two Way (Undivided),Flat Road,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,3,Going straight,Driver or rider,Male,31-50,Slight,Driver,Unknown,Changing lane to the right,Slight Injury
10:38:00,Morning,Wednesday,18-30,Male,Elementary School,Employee,10-20,5,Automobile,Owner,Unknown,No Defect,Church area,Divided Road,Flat Road,No junction,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,3,3,Going straight,Unspecified,Unknown,Unknown,No Injury,Driver,Unknown,Improper parking,Slight Injury
10:38:00,Morning,Wednesday,31-50,Male,Junior High School,Employee,10-20,5,Other,Owner,Unknown,No Defect,Other,Two Way (Undivided),Flat Road,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,3,Going straight,Driver or rider,Female,Over 51,Slight,Driver,Normal,Other,Slight Injury
10:38:00,Morning,Wednesday,31-50,Male,Junior High School,Employee,1-2,2,Other,Owner,Above 10 years,Unknown,Other,Two Way (Undivided),Flat Road,No junction,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,3,3,Reversing,Pedestrian,Female,Over 51,Slight,Self-employed,Normal,Changing lane to the left,Slight Injury
12:10:00,Afternoon,Wednesday,31-50,Male,Junior High School,Employee,5-10,4,Lorry,Owner,Unknown,No Defect,Office area,Two Way (Undivided),Flat Road,No junction,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,1,1,Going straight,Unspecified,Unknown,Unknown,No Injury,Driver,Unknown,Changing lane to the right,Slight Injury
10:05:00,Morning,Wednesday,31-50,Male,High School,Owner,2-5,3,Public Transport,Owner,Unknown,No Defect,Office area,Two Way (Undivided),Flat Road,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with pedestrians,1,1,Stopping,Driver or rider,Male,31-50,Slight,Driver,Unknown,No priority to pedestrian,Slight Injury
8:00:00,Morning,Tuesday,18-30,Male,Junior High School,Employee,2-5,3,Other,Governmental,Below 1 year,Unknown,Residential area,Two Way (Divided - Broken Line),Flat Road,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Overtaking,Unspecified,Unknown,Unknown,No Injury,Driver,Normal,Overspeed,Slight Injury
8:00:00,Morning,Tuesday,51-100,Male,Junior High School,Employee,5-10,4,Station Wagon,Owner,Unknown,No Defect,Industrial area,Two Way (Undivided),Flat Road,Y Shape,Earth roads,Dry,Daylight,Normal,Collision with roadside objects,2,1,Going straight,Driver or rider,Female,Over 51,Slight,Driver,Normal,Changing lane to the left,Slight Injury
18:16:00,Evening,Tuesday,18-30,Male,Junior High School,Employee,5-10,4,Automobile,Owner,Unknown,No Defect,Office area,Two Way (Undivided),Flat Road,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Reversing,Pedestrian,Female,Over 51,Serious,Driver,Normal,No priority to vehicle,Slight Injury
18:16:00,Evening,Tuesday,51-100,Male,Junior High School,Employee,2-5,3,Automobile,Owner,Unknown,No Defect,Other,Two Way (Undivided),Flat Road,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Unspecified,Unknown,Unknown,No Injury,Self-employed,Normal,Changing lane to the right,Slight Injury
14:48:00,Afternoon,Wednesday,18-30,Male,High School,Employee,10-20,5,Lorry,Owner,Unknown,Unknown,Other,Two Way (Divided - Broken Line),Flat Road,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,Driver or rider,Male,Over 51,Slight,Driver,Normal,No distancing,Slight Injury
17:38:00,Evening,Friday,Unknown,Female,Elementary School,Employee,5-10,4,Station Wagon,Owner,Unknown,No Defect,Residential area,Two Way (Undivided),Flat Road,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Reversing,Unspecified,Unknown,Unknown,No Injury,Driver,Normal,No priority to pedestrian,Slight Injury
17:38:00,Evening,Friday,Unknown,Male,Junior High School,Employee,10-20,5,Lorry,Owner,Unknown,Unknown,Office area,Two Way (Divided - Broken Line),Flat Road,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,31-50,Slight,Self-employed,Normal,No distancing,Slight Injury
17:00:00,Evening,Friday,31-50,Male,Writing & Reading,Employee,2-5,3,Public Transport,Organization,Unknown,Unknown,Residential area,Other,Flat Road,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Waiting to go,Unspecified,Unknown,Unknown,No Injury,Self-employed,Normal,No priority to vehicle,Slight Injury
17:00:00,Evening,Friday,31-50,Male,Junior High School,Employee,2-5,3,Automobile,Owner,Unknown,Unknown,Office area,Two Way (Divided - Broken Line),Flat Road,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,1,Going straight,Driver or rider,Female,31-50,Slight,Driver,Normal,Other,Slight Injury
11:44:00,Morning,Thursday,31-50,Male,High School,Employee,2-5,3,Automobile,Owner,Unknown,Unknown,Church area,Two Way (Divided - Broken Line),Flat Road,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,31-50,Slight,Self-employed,Normal,Driving carelessly,Slight Injury
11:44:00,Morning,Thursday,18-30,Male,Junior High School,Employee,1-2,2,Automobile,Organization,5-10 years,Unknown,Residential area,Two Way (Divided - Broken Line),Flat Road,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,1,Going straight,Unspecified,Unknown,Unknown,No Injury,Student,Unknown,Changing lane to the left,Slight Injury
19:45:00,Evening,Friday,31-50,Male,High School,Employee,5-10,4,Unknown,Owner,Above 10 years,Unknown,School area,Other,Flat Road,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Pedestrian,Female,Over 51,Serious,Driver,Unknown,Driving carelessly,Slight Injury
19:45:00,Evening,Friday,31-50,Male,Elementary School,Employee,2-5,3,Lorry,Owner,5-10 years,Unknown,Hospital area,Other,Steep Downward,Y Shape,Earth roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Getting off,Pedestrian,Male,Under 18,Slight,Driver,Normal,Changing lane to the left,Slight Injury
16:58:00,Afternoon,Thursday,51-100,Male,Junior High School,Employee,1-2,2,Lorry,Owner,2-5 years,Unknown,Other,Two Way (Undivided),Flat Road,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Pedestrian,Female,18-30,Slight,Driver,Normal,No priority to vehicle,Slight Injury
16:58:00,Afternoon,Thursday,18-30,Male,Elementary School,Employee,1-2,2,Automobile,Owner,Unknown,Unknown,School area,Divided Road,Flat Road,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,1,Going straight,Driver or rider,Female,31-50,Slight,Driver,Normal,No distancing,Slight Injury
18:41:00,Evening,Wednesday,31-50,Male,High School,Employee,No License,6,Station Wagon,Owner,Above 10 years,No Defect,Other,Other,Flat Road,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,1,Going straight,Passenger,Female,Under 18,Slight,Driver,Unknown,Changing lane to the right,Slight Injury
18:41:00,Evening,Wednesday,Unknown,Female,Junior High School,Owner,5-10,4,Public Transport,Owner,5-10 years,Unknown,Industrial area,Two Way (Undivided),Flat Road,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Reversing,Passenger,Female,Under 18,Slight,Driver,Unknown,Changing lane to the right,Slight Injury
20:50:00,Evening,Thursday,31-50,Male,Junior High School,Employee,1-2,2,Public Transport,Owner,Unknown,No Defect,Church area,Two Way (Divided - Broken Line),Flat Road,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Turnover,Driver or rider,Female,18-30,Slight,Driver,Unknown,Driving at high speed,Slight Injury
20:50:00,Evening,Thursday,31-50,Male,Junior High School,Employee,2-5,3,Automobile,Owner,Unknown,No Defect,Office area,Two Way (Divided - Broken Line),Flat Road,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Passenger,Female,18-30,Slight,Driver,Unknown,No distancing,Slight Injury
18:55:00,Evening,Thursday,31-50,Male,Junior High School,Employee,5-10,4,Public Transport,Owner,Unknown,No Defect,Other,Two Way (Divided - Broken Line),Flat Road,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Passenger,Male,Under 18,Slight,Driver,Normal,Changing lane to the right,Slight Injury
18:55:00,Evening,Thursday,18-30,Male,Junior High School,Unknown,No License,6,Public Transport,Owner,Unknown,No Defect,Office area,Divided Road,Flat Road,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,31-50,Slight,Driver,Normal,Changing lane to the left,Slight Injury
15:10:00,Afternoon,Sunday,18-30,Male,Junior High School,Unknown,No License,6,Lorry,Owner,Unknown,No Defect,Office area,Divided Road,Flat Road,No junction,Gravel roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Pedestrian,Male,Under 18,Slight,Driver,Normal,Getting off the vehicle improperly,Slight Injury
15:10:00,Afternoon,Sunday,18-30,Male,Junior High School,Employee,2-5,3,Automobile,Governmental,Unknown,No Defect,Office area,Divided Road,Flat Road,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Getting off,Pedestrian,Female,Under 18,Serious,Driver,Normal,Other,Slight Injury
15:29:00,Afternoon,Monday,31-50,Male,Junior High School,Employee,10-20,5,Lorry,Owner,Unknown,No Defect,Residential area,Divided Road,Flat Road,Crossing,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,4,Going straight,Driver or rider,Female,31-50,Slight,Other,Normal,Other,Slight Injury
15:29:00,Afternoon,Monday,31-50,Male,Junior High School,Owner,10-20,5,Unknown,Owner,Unknown,No Defect,Office area,Divided Road,Flat Road,Crossing,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,4,Going straight,Passenger,Female,Under 18,Slight,Driver,Unknown,No distancing,Slight Injury
15:29:00,Afternoon,Monday,31-50,Male,Junior High School,Unknown,No License,6,Automobile,Owner,2-5 years,Unknown,Other,Two Way (Undivided),Flat Road,Crossing,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,4,Going straight,Passenger,Female,Under 18,Slight,Driver,Normal,No priority to vehicle,Slight Injury
15:29:00,Afternoon,Monday,31-50,Male,Elementary School,Owner,10-20,5,Station Wagon,Owner,2-5 years,Unknown,Industrial area,One Way,Unknown,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,4,Going straight,Passenger,Male,Under 18,Slight,Driver,Normal,Overtaking,Slight Injury
12:18:00,Afternoon,Friday,31-50,Male,Junior High School,Unknown,No License,6,Unknown,Owner,Unknown,No Defect,Other,One Way,Flat Road,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Passenger,Male,Under 18,Slight,Driver,Normal,No priority to pedestrian,Slight Injury
12:18:00,Afternoon,Friday,18-30,Male,Junior High School,Owner,5-10,4,Unknown,Owner,Unknown,No Defect,Office area,Divided Road,Flat Road,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,18-30,Slight,Unemployed,Normal,No distancing,Slight Injury
6:03:00,Morning,Friday,18-30,Male,Junior High School,Owner,10-20,5,Automobile,Governmental,Unknown,Unknown,Office area,Two Way (Divided - Broken Line),Flat Road,Crossing,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,1,2,Going straight,Unspecified,Unknown,Unknown,No Injury,Driver,Normal,Changing lane to the right,Slight Injury
6:03:00,Morning,Friday,18-30,Male,High School,Owner,10-20,5,Station Wagon,Governmental,Unknown,No Defect,Unknown,Divided Road,Flat Road,Crossing,Asphalt roads,Wet or damp,Daylight,Raining,Collision with pedestrians,1,2,Going straight,Driver or rider,Male,18-30,Slight,Driver,Normal,Driving carelessly,Slight Injury
10:50:00,Morning,Tuesday,18-30,Male,Junior High School,Unknown,No License,6,Automobile,Owner,Unknown,Unknown,Other,Unknown,Flat Road,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with pedestrians,2,1,Going straight,Unspecified,Unknown,Unknown,No Injury,Driver,Normal,Changing lane to the right,Slight Injury
10:50:00,Morning,Tuesday,Unknown,Female,Elementary School,Employee,5-10,4,Other,Owner,Unknown,Unknown,Office area,Divided Road,Flat Road,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,31-50,Serious,Driver,Normal,Overtaking,Slight Injury
19:20:00,Evening,Monday,31-50,Male,Elementary School,Owner,10-20,5,Other,Owner,Unknown,No Defect,Office area,Two Way (Divided - Broken Line),Flat Road,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Reversing,Unspecified,Unknown,Unknown,No Injury,Employee,Normal,Other,Slight Injury
19:20:00,Evening,Monday,31-50,Male,Junior High School,Owner,0-1,1,Automobile,Owner,5-10 years,Unknown,Office area,Two Way (Undivided),Flat Road,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,31-50,Slight,Driver,Normal,Driving to the left,Slight Injury
